"","Latitude","Longitude","OOBGK_pred","OOBGK_lower","OOBGK_upper","OOBW_pred","OOBW_lower","OOBW_upper","LSCP_pred","LSCP_lower","LSCP_upper"
"22799",-31.3385,58.1916,5.97241404094396,5.46663562381482,6.87338304241311,6.20897333333333,5.69021593688363,7.20706105263158,6.20897333333333,5.7181704454348,7.34175120766381
"22800",36.5979,70.9503,6.03753909291475,5.5161489419129,7.01931109774148,5.99984333333334,5.49964263525306,7.04571875420876,5.99984333333334,4.96319375915219,7.14993184946772
"22801",-15.1703,-174.875,6.01354200229129,5.49215185128944,6.99531400711802,6.36629000000001,5.86456519379846,7.96066389770724,6.36629000000001,5.86543438704243,7.07458223415929
"22802",-19.7597,-63.3288,6.01780892837432,5.49641877737247,6.99958093320105,6.58016,5.52210779116466,8.09139226950355,6.58016,5.45187299785094,7.06352198534578
"22803",41.9723,142.781,6.0071059641001,5.48571581309825,6.98887796892683,6.00211333333332,5.43945028985506,7.13838573476702,6.00211333333332,5.32367294261795,6.88311210912654
"22804",-15.6408,-177.1557,5.72169073289075,5.38116996055764,6.25310408768432,5.65918666666665,5.34581081632651,6.05285514492752,5.65918666666665,4.75040333338641,5.95971058424285
"22805",-53.2602,159.7523,5.96887666804035,5.46309825091121,6.86984566950949,5.87385333333333,5.34186057971014,6.6438626443203,5.87385333333333,5.06177454706253,6.58539908539819
"22806",9.6862,126.3095,5.96235991049039,5.44096975948854,6.94413191531712,5.84453999999999,5.33918285714285,6.75390170212765,5.84453999999999,4.70392544995516,6.24834752673525
"22807",-3.8727,127.2292,6.00948106104685,5.50370264391771,6.90937950588668,5.72475999999999,5.3187435164835,6.14645781931463,5.72475999999999,5.10515025098645,6.60896904053281
"22808",-21.4088,176.1244,5.96556082156641,5.45978240443728,6.86652982303556,5.95886,5.56628337164751,6.67843465277778,5.95886,4.89339688706454,6.37715158468384
"22809",22.8626,121.3206,6.03501191112934,5.51362176012749,7.01775006525652,5.93300666666665,5.13057001949316,6.92402463073851,5.93300666666665,5.13246146087786,6.72009283466077
"22810",37.6709,101.6409,5.97724970769456,5.47147129056542,6.8782187091637,5.91534666666666,5.48083949820788,6.62681075506445,5.91534666666666,5.01146424894297,6.78410764156794
"22811",-30.8839,-178.5829,5.87398389522397,5.43991621725886,6.78255430298694,5.65775999999999,5.27304282828281,6.31693127071822,5.65775999999999,4.91714069938598,6.15240680788223
"22812",18.8239,-106.9337,6.00151404097834,5.4957356238492,6.90248304244748,5.76164999999999,5.44643431372548,6.40181493055555,5.76164999999999,5.14783308717225,6.99073484021226
"22813",-13.7207,172.06,6.02602433058148,5.50463417957963,7.00779633540821,5.85359666666667,5.30355878787879,6.90846225806452,5.85359666666667,5.07042339062918,6.54267805220802
"22814",59.6363,-153.4051,6.02608990626403,5.50469975526218,7.00786191109076,5.92056999999999,5.3419888034188,7.10494908496731,5.92056999999999,5.83331823446613,7.42503074796621
"22815",-19.5324,-173.3833,6.02739595566475,5.5060058046629,7.00916796049148,5.79951333333332,5.26198431177445,6.90426743169397,5.79951333333332,5.35978221598968,6.56896633696475
"22816",35.6493,-3.6818,6.03327979245172,5.51188964144987,7.01601794657891,6.23467,5.58903426116838,7.15966089253188,6.23467,5.15026618028403,6.91309529081231
"22817",3.2058,128.392,6.0339828991566,5.51259274815475,7.01575490398333,6.15675,5.64097787193973,7.26150409836065,6.15675,5.16421631879303,6.6774151485861
"22818",-5.2952,153.2454,6.01581278407171,5.49442263306986,6.9985509381989,6.02852999999998,5.42424428571427,7.00776694779115,6.02852999999998,5.12510492300963,6.60944173123885
"22819",-5.3105,153.2532,6.01361294294768,5.49222279194583,6.99538494777441,5.88458999999999,5.35781649572649,6.78118680638722,5.88458999999999,4.97398605649307,6.4583228647183
"22820",1.0248,-28.1447,5.97243431767707,5.46665590054793,6.87340331914621,5.93609000000001,5.6298205699482,6.57625493055556,5.93609000000001,5.00146142135616,6.72219780085284
"22821",53.9776,158.5463,6.01995169607769,5.49856154507584,7.00172370090443,5.97893666666666,5.42642238095237,7.04471791666666,5.97893666666666,4.84701349653777,6.35910289021211
"22822",-3.1401,146.9814,5.88763573819425,5.47105515060218,6.70881949529779,5.87752666666666,5.53402568047337,6.61443487922705,5.87752666666666,5.11153533049162,6.61058633908317
"22823",-2.8659,147.1385,6.00724566268689,5.50146724555775,6.90821466415603,5.91423666666666,5.42467217755444,6.97944285223367,5.91423666666666,4.67439701379616,6.17351424006469
"22824",-63.263,169.1485,5.96777832631172,5.46199990918258,6.86874732778086,5.88462666666667,5.45040281045752,6.55208476722533,5.88462666666667,5.02565678301419,6.66671150707638
"22825",-30.7539,-179.9504,6.03791651322019,5.51652636221834,7.01968851804692,6.14110999999999,5.58485764595103,7.19305139194139,6.14110999999999,5.27040955221717,6.48614393232884
"22826",25.5745,123.4476,6.02847006472963,5.50707991372778,7.01024206955636,6.31423333333334,5.75249385113269,7.04690368324126,6.31423333333334,5.66757192532691,7.24193939360124
"22827",22.9375,120.6014,6.05864389199157,5.53725374098972,7.04138204611876,6.12299,5.47005114398422,7.19753231433506,6.12299,5.79211505690393,7.3857567140717
"22828",-16.9899,174.9389,5.98434445264812,5.47856603551898,6.88531345411726,6.34742999999999,5.81779941580756,7.37483549828178,6.34742999999999,5.59610252487018,7.06541673199125
"22829",-15.2216,-173.3951,6.04060683373915,5.5192166827373,7.02237883856588,6.17099666666666,5.53024428571428,7.27880971781305,6.17099666666666,5.5515238352708,6.75446160169099
"22830",-6.6207,154.7421,6.01338953306684,5.49199938206499,6.99516153789357,6.04577666666667,5.42512904761905,7.10435193548388,6.04577666666667,5.27622664355397,6.75953652303054
"22831",-30.5723,-71.5838,5.98309501535684,5.46170486435498,6.96486702018357,5.97985333333334,5.46347692883896,6.95131270315092,5.97985333333334,5.10184075571059,6.6157675739591
"22832",-9.6338,119.4013,6.02076227218746,5.49937212118561,7.00350042631465,5.93819333333332,5.3776164102564,6.9096527031509,5.93819333333332,5.11555955870177,6.6222338983921
"22833",-43.4798,172.7715,5.97271688597048,5.46693846884134,6.87368588743962,5.88196666666666,5.42541235955056,6.51099444444444,5.88196666666666,5.05046745634898,6.56643971495822
"22834",30.2966,138.8823,6.04074163511295,5.5193514841111,7.02251363993968,6.58399333333332,5.91951638297871,7.69180638447971,6.58399333333332,5.96867642148666,7.52700005998017
"22835",-20.9981,-175.4788,5.94076192625549,5.43498350912635,6.84173092772464,5.93666666666667,5.46717726396918,6.57683159722223,5.93666666666667,5.2754450543135,6.48427635936758
"22836",-49.0481,164.4987,6.01529614815887,5.50951773102973,6.91626514962802,5.90213666666666,5.43264726396917,6.53116444444444,5.90213666666666,5.1049545742733,6.62231532086787
"22837",-16.4442,-73.6045,6.01463405212248,5.49324390112063,6.99640605694921,6.18233,5.64197912280702,7.24090526881721,6.18233,4.97196352341147,6.54891386290082
"22838",-55.7841,-125.1659,6.00513288958624,5.48374273858439,6.98787104371342,6.10585999999999,5.5281154347826,6.89981264116575,6.10585999999999,5.50967105055299,6.51055165200754
"22839",0.8597,129.0605,5.97573612903156,5.46995771190242,6.87670513050071,5.91579999999999,5.4463105973025,6.62726408839778,5.91579999999999,5.28478219292041,6.79769150189022
"22840",-56.2549,-27.5661,5.89079766631227,5.36940751531042,6.872569671139,6.12593999999999,5.56915161048689,6.96422308207705,6.12593999999999,5.05335855331545,6.7779276746689
"22841",-21.9559,-179.4072,5.9978786580337,5.47648850703185,6.97965066286044,6.15562,5.09756779116466,7.66685226950355,6.15562,5.38968664611299,6.6044288579692
"22842",4.6999,-32.6275,5.74080862771666,5.37155348364967,6.38297174278029,5.69730666666665,5.45088999999999,6.17614531914892,5.69730666666665,4.27656801061768,6.0288909235995
"22843",24.5533,142.4073,6.03000272166463,5.50861257066278,7.01274087579182,6.04539333333333,5.39299859649122,7.10396860215053,6.04539333333333,5.58715937716771,7.13611239570134
"22844",-30.4242,-72.2967,5.95467685778793,5.43328670678608,6.93741501191512,6.02431,5.48635504504504,6.91233469135802,6.02431,4.88861668446183,6.41490187142099
"22845",-63.0433,145.002,5.98244628866181,5.47666787153267,6.88341529013096,5.88769666666667,5.41820726396918,6.56739524822696,5.88769666666667,5.24348272928743,6.66897935582898
"22846",-62.2092,155.2569,5.74234812459392,5.40182735226081,6.27376147938748,5.79789999999999,5.47448424908424,6.22742083333332,5.79789999999999,4.92614306320168,6.54115453546546
"22847",-51.7897,139.5956,5.96699018376367,5.46121176663453,6.86795918523282,5.91323333333333,5.44374393063583,6.62419263565891,5.91323333333333,5.05354338472186,6.47208540006835
"22848",5.2757,125.3322,6.03247871474833,5.51108856374648,7.01425071957506,6.01539666666666,5.4591443126177,6.74806701657458,6.01539666666666,5.35247706469315,6.88133880044163
"22849",-32.9373,-178.3856,5.92227157548138,5.41649315835224,6.82324057695052,5.88167333333333,5.36291593688362,6.87976105263157,5.88167333333333,5.14312255861917,6.36374133589942
"22850",-4.9521,94.3299,6.0291057875984,5.50771563659655,7.01184394172558,6.22930666666665,5.57386395833332,7.45178364640883,6.22930666666665,5.61914024590259,7.13865810733945
"22851",-4.794,94.4101,5.97882344293119,5.47304502580205,6.87979244440033,5.66314666666666,5.29519527777777,6.02550234636871,5.66314666666666,5.08460409116739,6.62111096967562
"22852",-9.7645,125.316,5.71759934418341,5.33799755445584,6.3323507910661,5.74015839052759,5.46703231108026,6.16967922386092,5.74015839052759,4.87326832850194,6.36251350275134
"22853",-3.3298,148.8245,5.756242909032,5.386987764965,6.39840602409562,5.76993666666666,5.52589626262625,6.46148800595237,5.76993666666666,5.09502201712679,6.59394180077841
"22854",-3.0988,148.8388,5.76719748725152,5.39794234318452,6.40936060231514,5.76993666666666,5.52589626262625,6.46148800595237,5.76993666666666,5.14978625567745,6.65096587513153
"22855",-32.9625,-178.2218,5.67445583276598,5.33905551160998,6.18938033529831,5.63550404761904,5.32208611191684,5.967388517316,5.63550404761904,4.93567101214031,6.15628987091661
"22856",-15.1081,-173.4281,6.0274711483901,5.50608099738825,7.00924315321683,5.94074666666666,5.41022414414413,7.19092397163119,5.94074666666666,5.32649432069596,6.53563153360767
"22857",51.4497,-173.9725,5.99592508168868,5.47453493068683,6.97866323581587,5.96939333333332,5.4600801005025,6.87177874999999,5.96939333333332,4.85806813686788,6.36821221017677
"22858",51.5648,-173.9423,5.9907897382241,5.46939958722225,6.97352789235128,6.18235999999999,5.62187086956521,7.37426821256038,6.18235999999999,5.12865964117656,6.63298778890571
"22859",29.8888,128.9567,6.0386509782047,5.51726082720285,7.02042298303143,5.92430333333333,5.28615621973929,6.69081761904761,5.92430333333333,6.47685915432097,8.04992988109094
"22860",-56.4283,-27.0089,6.0004818192632,5.47909166826135,6.98225382408994,5.93978333333332,5.4117563063063,6.72372969348658,5.93978333333332,5.19855548344016,7.03819248898925
"22861",-52.6136,18.7984,5.97094199247159,5.46516357534245,6.87191099394073,5.75399999999999,5.29172639691714,6.34467164179104,5.75399999999999,4.92941379920882,6.65401296570295
"22862",4.725,125.1481,5.9898531178816,5.48407470075246,6.89082211935075,5.63683333333333,5.26888194444444,6.22027248677248,5.63683333333333,4.75924776293187,6.28867303916828
"22863",-4.5473,153.0955,6.05436209836056,5.53297194735871,7.03613410318729,5.87123666666666,5.32119878787878,7.08285460038986,5.87123666666666,5.29571602070943,6.77830952708241
"22864",-12.5112,166.6214,6.06839204135837,5.54700189035652,7.0501640461851,6.04067666666668,5.47071050761422,6.96843105263159,6.04067666666668,5.44493666132434,6.92229204436148
"22865",38.0233,72.4114,5.97836475979317,5.47258634266403,6.87933376126231,5.66788666666666,5.29993527777777,6.17632128913443,5.66788666666666,4.59618237156739,6.86666078049961
"22866",49.673,-129.8485,5.98215115443435,5.47637273730521,6.8831201559035,5.80368666666666,5.43573527777777,6.20233249999999,5.80368666666666,4.66188875484547,6.58601752858454
"22867",51.5145,-174.1423,5.98119295315456,5.45980280215271,6.96393110728175,6.07879000000001,5.31989486891386,6.79496744610283,6.07879000000001,5.02556168609532,6.531634231571
"22868",-5.5662,129.4922,6.03321805061573,5.51182789961388,7.01499005544246,5.97155666666667,5.45448737827715,6.95227361266294,5.97155666666667,5.26435169147853,6.77029857648482
"22869",11.8676,-88.7677,5.99219744056026,5.48641902343112,6.89316644202941,5.66585393939394,5.29790255050505,6.08670009324009,5.66585393939394,5.06966258723137,6.86449682925143
"22870",17.996,-60.7019,6.01658213849253,5.49519198749068,6.99932029261972,5.82007999999999,5.16463729166666,6.79153936981757,5.82007999999999,4.09429311042032,5.96850931692482
"22871",54.294,162.8129,6.01021223236775,5.4888220813659,6.99198423719448,6.04128333333333,5.42349726368159,7.26251270627063,6.04128333333333,5.75555224147135,7.28679421687907
"22872",27.7676,66.0962,5.79522856735819,5.45470779502508,6.32664192215175,5.62163333333333,5.38202832369942,6.03897190226876,5.62163333333333,3.73017260023664,5.71604845395746
"22873",-2.6503,68.0253,5.95838227124461,5.45260385411547,6.85935127271375,5.62778,5.25982861111111,6.21121915343915,5.62778,4.48460035110576,6.17873336276494
"22874",52.175,-168.6554,6.0124960329572,5.49110588195535,6.99523418708439,6.12810333333332,5.56761420289854,7.22906078014183,6.12810333333332,5.10762606233798,6.61898805794234
"22875",30.2073,-114.3078,6.01598976163445,5.51021134450531,6.91695876310359,5.62476666666666,5.25681527777777,5.98388378378378,5.62476666666666,4.04571050726661,5.97869523335337
"22876",52.29,-168.6929,6.01857094554827,5.49718079454642,7.00130909967546,6.02837,5.47212925925926,6.91639469135803,6.02837,5.09146975031792,6.60693165413856
"22877",-56.2536,-27.6408,5.76529939852707,5.33123172056196,6.67386980629004,5.74903333333332,5.30756842105262,6.5553485943775,5.74903333333332,4.65796604017394,6.39569030649313
"22878",2.3874,126.1019,6.03005929263863,5.50866914163678,7.01183129746536,6.00082999999999,5.34452680851063,6.86370234042552,6.00082999999999,5.12943174565712,6.64282818196296
"22879",33.3807,136.3901,6.00756589610326,5.48617574510141,6.99030405023045,5.97944333333334,5.44338106227107,6.83315980842912,5.97944333333334,4.1925042861488,5.73773945102673
"22880",-3.3585,144.887,6.00935923135185,5.50358081422271,6.91032823282099,5.71380999999998,5.3375094219653,6.06095646464645,5.71380999999998,5.16353085777338,6.66238866038324
"22881",57.008,-157.9321,5.91752159089165,5.49376713379827,6.75096757986225,5.79181133333332,5.40892162745096,6.37825207407406,5.79181133333332,5.58291491280014,7.12106935652779
"22882",-14.3235,166.8551,6.05386652422623,5.53247637322437,7.03660467835341,6.15975666666666,5.53910904761904,7.13899361445782,6.15975666666666,5.37995821180121,6.86620678920001
"22883",4.2073,126.6515,5.99503269854924,5.47364254754739,6.97680470337597,5.85716999999999,5.36416275362318,7.12045729281767,5.85716999999999,5.134110264434,6.66398095212492
"22884",-14.1516,166.7012,6.02760147722036,5.50621132621851,7.00937348204709,5.88624666666665,5.39592715025905,7.03104701388887,5.88624666666665,5.08091521208436,6.55959201544597
"22885",-14.0683,166.6245,6.0416129115418,5.52022276053995,7.02435106566899,6.17442333333333,5.54903227188081,7.43008267399267,6.17442333333333,5.37727505904254,6.84949635451717
"22886",-14.2026,166.6391,6.03829967260178,5.51690952159993,7.02007167742851,6.10891333333332,5.3874622553897,7.16886313253011,6.10891333333332,5.25158073908464,6.72894259434306
"22887",-8.2036,107.3857,6.0462523885572,5.52486223755534,7.02802439338392,6.27326999999999,5.65262238095237,7.25250694779115,6.27326999999999,5.71815335073169,7.2373063552466
"22888",-6.0292,130.4296,6.03463161428443,5.51324146328258,7.01640361911116,6.08647333333332,5.43100303630362,7.28867763440859,6.08647333333332,5.35363237324567,6.85030853334176
"22889",-13.9805,166.5943,6.02521612481129,5.50382597380944,7.00795427893848,6.33007333333332,5.76449675675674,7.47487368055554,6.33007333333332,5.56606211564609,7.03827951859384
"22890",-4.1489,102.211,6.00006366367646,5.47867351267461,6.98183566850319,5.92276,5.4324404835924,7.25994983557548,5.92276,5.09240226605841,6.63108045690481
"22891",16.0557,-96.2563,6.00313796295512,5.48174781195327,6.98587611708231,6.28501666666665,5.56356558872304,7.34359193548386,6.28501666666665,4.89806666448955,6.73718498498417
"22892",36.4725,71.1311,6.01178396669045,5.4903938156886,6.99355597151718,6.18791333333332,5.70396446969696,7.02796858195211,6.18791333333332,5.02785813911185,7.24891931495403
"22893",51.1243,179.5394,6.02017281592918,5.49878266492733,7.00291097005637,6.11063666666666,5.5726817117117,7.01302208333332,6.11063666666666,5.31693535319099,6.83859600843141
"22894",51.8545,176.6748,6.05469304326539,5.53330289226354,7.03743119739257,6.33419666666666,5.68125781065088,7.59748395948434,6.33419666666666,5.9098492376454,7.42206585996245
"22895",-3.7568,-103.9367,5.73847107211521,5.3979502997821,6.26988442690877,5.75019999999999,5.43345925925925,6.10915833333333,5.75019999999999,5.02528196121559,6.57385738307901
"22896",-55.2497,146.1742,5.8032117498187,5.46269097748559,6.33462510461227,5.85529866666666,5.53647009523808,6.30130913787084,5.85529866666666,5.96204718361358,7.3717864600871
"22897",23.0944,94.8654,5.97093183657747,5.44954168557562,6.9527038414042,6.16067333333332,5.66766608695651,7.29045403508771,6.16067333333332,4.76273922849712,6.53402436448366
"22898",7.7917,122.0231,6.10262192777885,5.581231776777,7.08536008190604,6.12441333333333,5.56392420289854,7.22537078014184,6.12441333333333,6.48330627080314,8.02781120296755
"22899",53.77,160.8036,5.99874097329949,5.47735082229764,6.98051297812622,6.22813333333332,5.73781381692572,7.43033763440859,6.22813333333332,4.93142039025122,6.44402847671062
"22900",-14.4907,166.5026,5.94581906496651,5.44004064783737,6.84678806643566,5.82351,5.38928614379085,6.47535881602914,5.82351,4.77657719353159,6.25968521494667
"22901",32.788,130.7042,5.98512354543749,5.47934512830835,6.88609254690664,5.89856666666667,5.43737325102881,6.66857597765363,5.89856666666667,4.70708154911436,6.27834089832411
"22902",32.6973,130.7204,5.98349850043187,5.47772008330273,6.88446750190101,6.00514666666667,5.60154837606838,6.64531159722222,6.00514666666667,4.79133545381815,6.36259429963186
"22903",-14.5284,166.4334,5.99615580636542,5.47476565536357,6.97889396049261,6.02637666666666,5.49031439560439,6.74255411276948,6.02637666666666,4.93140145874498,6.41450948026103
"22904",-7.459,128.1235,6.02840774959199,5.50701759859014,7.01017975441872,6.09968333333332,5.5391064102564,7.30188763440859,6.09968333333332,5.56884994978653,7.05809522380585
"22905",2.0125,127.0004,5.86935135860427,5.43528368063916,6.77792176636724,5.67133999999999,5.25283999999999,6.24015904761904,5.67133999999999,5.0358931517793,6.55511864144019
"22906",13.4008,-92.367,6.02450450407936,5.50311435307751,7.00724265820655,6.47845666666665,5.78749512820511,7.73411600732599,6.47845666666665,5.64585609928855,7.45516148774876
"22907",32.7906,130.7543,5.98457973965664,5.4788013225275,6.88554874112579,5.81543999999998,5.45454321489,6.45560493055554,5.81543999999998,4.68130162958427,6.25256041333175
"22908",32.9241,130.8091,5.98634846260037,5.48057004547123,6.88731746406952,5.81543999999998,5.45454321489,6.45560493055554,5.81543999999998,4.82983885542526,6.40109675780688
"22909",33.0051,131.1569,5.86551043082748,5.44784257421168,6.69092080832519,5.69521133333332,5.31232162745097,6.15513725925925,5.69521133333332,5.00468756342405,6.56652635481936
"22910",-29.5755,-111.5741,5.761361142666,5.39210599859901,6.40352425772963,5.68320999999999,5.33737666666666,6.62429695652173,5.68320999999999,5.11974540247296,6.40541528654842
"22911",0.3819,-79.9218,6.02091312421574,5.49952297321389,7.00365127834293,6.13951666666665,5.44855512820512,6.85569411276947,6.13951666666665,4.17259989951546,5.9219936596047
"22912",-0.2648,-80.4644,5.77477886645246,5.39614322602535,6.44437493715946,5.65257733333332,5.32335763636362,5.98170064739883,5.65257733333332,4.36746441993293,6.11093514501396
"22913",-0.3852,-80.2013,6.02788494836414,5.50649479736229,7.01062310249132,6.40159999999998,5.68014892205637,7.65725934065932,6.40159999999998,5.05745442352125,6.79353502910029
"22914",-23.4947,-174.2467,5.97304956387825,5.46727114674911,6.87401856534739,5.91676,5.30931376344086,6.81914541666667,5.91676,6.48817931218861,7.70551501881244
"22915",-0.2344,-80.6943,5.76356429105058,5.42304351871747,6.29497764584415,5.62588333333332,5.33707127659573,5.95500664739883,5.62588333333332,4.38613879865181,6.12979223713374
"22916",33.0143,131.0991,5.98999915119925,5.48313346504638,6.89926138000478,5.98786666666665,5.58029547738692,6.70284948453607,5.98786666666665,5.28777736412956,6.84961543254584
"22917",-19.492,169.0934,6.0633130565236,5.54192290552175,7.04508506135033,6.30369333333331,5.75365545454544,7.51531126705651,6.30369333333331,5.51449127020344,6.99755498049881
"22918",-55.7283,-27.2307,5.94735696581583,5.42596681481398,6.93009511994302,6.13219666666666,5.59613439560439,6.84837411276948,6.13219666666666,5.03499924358591,6.75879378544702
"22919",0.5783,-80.0247,5.84949235143051,5.43291176383844,6.66967787042225,5.88299,5.44828585798816,6.3999961728395,5.88299,3.91410117861724,5.66718861010487
"22920",0.639,-80.2104,6.02075936417506,5.4993692131732,7.00349751830224,6.20376333333332,5.66770106227105,6.88048025125627,6.20376333333332,4.2498480914068,5.99752937866087
"22921",0.7079,-80.0352,5.75549834004902,5.41497756771591,6.28691169484259,5.67675999999999,5.37982737588652,6.02714461538461,5.67675999999999,3.7094147264605,5.45709477274351
"22922",13.2,-55.8867,6.02968187044987,5.50829171944802,7.01242002457706,6.07076999999999,5.51019307692307,6.76053190476189,6.07076999999999,5.02591537037252,6.82750262745278
"22923",37.8013,141.6216,5.9931628932491,5.47177274224724,6.97493489807583,5.98389,5.42331307692308,7.32107983557549,5.98389,5.32329242115524,6.87744751429683
"22924",-0.2921,-80.5039,5.98138180322805,5.47560338609891,6.88235080469719,5.95272666666666,5.37398517006802,6.81707410934744,5.95272666666666,4.71177875009858,6.45543218885129
"22925",-0.2814,-80.5039,5.98124488435534,5.4754664672262,6.88221388582449,5.97307999999999,5.39433850340135,6.78266549222797,5.97307999999999,4.72163516906231,6.46528860780712
"22926",0.6128,-80.2522,5.97172804498449,5.46594962785535,6.87269704645364,5.89213333333334,5.4845621440536,6.53229826388889,5.89213333333334,3.94564212874976,5.69332412293267
"22927",-59.3074,-27.027,5.92674445610852,5.42096603897938,6.82771345757767,5.83407333333332,5.27599225225224,6.7455588405797,5.83407333333332,4.6428155326715,6.48543569140447
"22928",-17.6976,-173.2031,5.96007430935947,5.43868415835762,6.94281246348666,5.93790333333332,5.3172557142857,6.91714028112449,5.93790333333332,5.15989443748073,6.36902673450877
"22929",14.479,-93.1509,6.01236724664492,5.49097709564307,6.99510540077211,6.40836,5.68690892205639,7.31074541666667,6.40836,5.40143798729281,7.25856189533071
"22930",-4.5105,140.1922,5.99917963408629,5.47778948308444,6.98095163891302,6.07975666666667,5.5676388029466,7.28196096774194,6.07975666666667,5.20379629615403,6.70238457673924
"22931",14.5178,-93.0882,6.01400565497803,5.49261550397618,6.99674380910522,5.97663666666667,5.44057439560439,6.69281411276949,5.97663666666667,4.99648561274295,6.85360952078183
"22932",24.2309,121.8009,5.99856846036196,5.47717830936011,6.98130661448915,6.13881333333333,5.5911368986569,6.85499077943615,6.13881333333333,5.27639481566723,6.86519897585011
"22933",-16.0429,167.3786,6.07554482634322,5.55415467534137,7.05828298047041,6.12735999999999,5.47442114398421,7.38301934065933,6.12735999999999,5.53797642428618,7.02133890663683
"22934",10.2752,-103.7363,5.95311850525355,5.44734008812441,6.8540875067227,5.79815666666667,5.39058547738693,6.43832159722222,5.79815666666667,4.89595804103173,6.67103524462884
"22935",-16.3487,167.2001,5.96765668225023,5.46187826512109,6.86755512709006,5.78136999999998,5.20726678510997,6.22730264248703,5.78136999999998,5.04944064540286,6.53270444349902
"22936",-5.0262,104.6271,5.99815360531457,5.47676345431272,6.9799256101413,5.86592333333332,5.35910815181517,6.68943659090908,5.86592333333332,4.41408972805902,5.9396749333037
"22937",-6.0785,-107.1631,5.88976071780809,5.44948531964213,6.81797604159715,5.79863333333333,5.31398852459016,6.67823010752687,5.79863333333333,4.87010898952635,6.38758584684612
"22938",43.6954,147.5063,6.00090126088169,5.47951110987984,6.98267326570842,5.67602666666666,5.14978553191488,6.81229906810035,5.67602666666666,4.69039340614173,6.23150001968922
"22939",-55.7642,-143.9055,5.73685776970909,5.39633699737598,6.26827112450265,5.68193999999999,5.37473824561403,6.04279227272727,5.68193999999999,5.17520307835733,6.23695346233476
"22940",-14.855,166.9341,6.05881276139189,5.53742261039004,7.04155091551908,5.96464666666665,5.31515353951888,7.03918898100171,5.96464666666665,5.19028987402604,6.67249104958802
"22941",13.7719,51.7683,5.77534729356025,5.43482652122714,6.30676064835382,5.65168666666666,5.33541772727272,5.98321865319865,5.65168666666666,4.6115619427204,6.57387715132556
"22942",-8.9416,-108.2391,5.75259718253152,5.41207641019841,6.28401053732509,5.77789999999999,5.46452414965986,6.20742083333333,5.77789999999999,5.23853750517124,6.74468978990871
"22943",18.3754,-105.3371,5.73978344478184,5.39926267244873,6.2711967995754,5.72865333333333,5.37177605306799,6.14599190226875,5.72865333333333,4.74692977034303,6.6211637638883
"22944",16.4107,-97.8416,6.02085583505671,5.49946568405486,7.0035939891839,6.03298333333333,5.44703489871086,7.22489154589371,6.03298333333333,5.32429533599682,7.23642494721024
"22945",-62.5795,165.344,5.74009480357152,5.39957403123841,6.27150815836508,5.69551,5.40163193362193,6.02704198653198,5.69551,4.86085242817531,6.51996008065097
"22946",24.6953,121.9839,5.95652765982727,5.45074924269813,6.85749666129642,5.86840666666667,5.43279555555555,6.64910936936937,5.86840666666667,4.98349503335552,6.57229919351275
"22947",24.6833,122.0531,5.95708787505614,5.451309457927,6.85805687652528,5.85409,5.41958283154122,6.57366465277777,5.85409,4.97749215921362,6.56629631937357
